Topic,Name,url,date,isThreat,ThreatCount,isDisappointment,isDisappointment_reason,isComplain,isComplain_reason,isCritic,isCritic_reason,isAffect,isAffect_reason
43,43_viewing_allocate_room_broadcast,https://www.wto.org/english/news_e/news19_e/hear_ds552_30oct19_e.htm,2019-10-02,False,0.0,no,The article does not express any sentiments of disappointment from the United States.,no,The article does not mention any complaints about the United States from other countries.,no,There is no criticism of the United States from the WTO mentioned in the article.,no,The article does not imply a need for policy change within the United States; it simply announces a public viewing of a dispute meeting.
12,12_plastic_msme_pollution_convenor,https://www.wto.org/english/news_e/news17_e/trdia_04jul17_e.htm,2017-07-03,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news16_e/tra_26apr16_e.htm,2016-04-28,False,0.0,no,The article does not mention the United States or express any disappointment related to it.,no,There are no complaints about the United States mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news20_e/envir_04jun20_e.htm,2020-06-04,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States specifically.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news20_e/serv_16jan20_e.htm,2020-01-16,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it focuses on the presentation of a database.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news09_e/a4t_28may09_e.htm,2009-05-29,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
4,4_aid_african_africa_afcfta,https://www.wto.org/english/news_e/news10_e/ddg_19jul10_e.htm,2010-07-19,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news17_e/sum_gc_feb17_e.htm,2017-02-28,,,,,,,,,,
2,2_dsb_appellate_ruling_panel,https://www.wto.org/english/news_e/news13_e/dsb_26aug13_e.htm,2013-08-30,True,2.0,no,The article does not express any disappointment from the United States.,yes,Countries like Mexico and Antigua and Barbuda have raised concerns about the United States' compliance with WTO rulings.,no,The article does not contain any direct criticism of the United States from the WTO itself.,yes,The concerns raised by other countries regarding the United States' compliance imply a need for policy adjustments to align with WTO rulings.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/sppl_e/sppl251_e.htm,2012-10-03,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news11_e/ds423rfc_03mar11_e.htm,2011-03-03,False,0.0,no,The article does not mention the United States or express any disappointment related to it.,no,"The article does not contain complaints about the United States from other countries, it focuses on a dispute between Moldova and Ukraine.",no,There is no criticism of the United States from the WTO mentioned in the article.,no,"The article does not imply a need for policy change within the United States, as it discusses a dispute between Moldova and Ukraine."
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news20_e/rese_15dec20_e.htm,2020-12-15,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
49,49_scm_notification_countervail_subsidy,https://www.wto.org/english/news_e/news17_e/scm_24oct17_e.htm,2017-10-24,,,,,,,,,,
14,14_mrs_miss_sr_training,https://www.wto.org/english/news_e/news06_e/tpc_7july06_e.htm,2006-07-07,False,0.0,no,The article focuses on a WTO training program and does not mention the United States or its sentiments.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, as it does not discuss US policies."
9,9_laos_pdr_lao_working,https://www.wto.org/english/news_e/news15_e/ddgra_02jun15_e.htm,2015-06-02,False,0.0,no,The article does not express any disappointment towards the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
51,51_ngr_cluster_fishing_fishery,https://www.wto.org/english/news_e/news18_e/fish_24sep18_e.htm,2018-09-28,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news22_e/devel_25jan22_e.htm,2022-01-24,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news11_e/trip_21jan11_e.htm,2011-01-21,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it focuses on a symposium about access to medicines and patent information.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news21_e/tech_03jun21_e.htm,2021-06-03,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
4,4_aid_african_africa_afcfta,https://www.wto.org/english/news_e/spra_e/spra156_e.htm,2017-02-16,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
31,31_gpa_procurement_moldova_revise,https://www.wto.org/english/news_e/news19_e/gpro_27jun19_e.htm,2019-06-26,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news20_e/agng_25amay20_e.htm,2020-05-25,False,0.0,no,The article does not specifically mention any disappointments from the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news23_e/tech_07nov23_e.htm,2023-11-07,,,,,,,,,,
102,102_dairy_milk_powder_butter,https://www.wto.org/english/news_e/news09_e/dsb_19jun09_e.htm,2009-06-19,True,1.0,no,The article does not mention any disappointments from the United States.,yes,"Several countries expressed concerns about the new quota for high quality beef introduced by the EC and its potential discriminatory impact, favoring the US.",no,The article does not contain any direct criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
23,23_bali_nairobi_tnc_conversation,https://www.wto.org/english/news_e/spra_e/spra76_e.htm,2015-07-29,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
16,16_origin_preferential_utilization_hs,https://www.wto.org/english/news_e/news13_e/roi_26sep13_e.htm,2013-09-26,False,0.0,no,The article does not mention any specific disappointments of the United States regarding the negotiations.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news13_e/gc_rpt_24jul13_e.htm,2013-07-24,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/pres08_e/pr506_e.htm,2008-01-16,False,0.0,no,The article does not mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
39,39_rta_factual_crta_laia,https://www.wto.org/english/news_e/news06_e/rta_15dec06_e.htm,2006-12-15,False,0.0,no,The article does not mention any specific reactions or feelings of the United States towards the new transparency mechanism.,no,There are no mentions of complaints about the United States from other countries in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, but rather discusses a general procedural update within the WTO."
18,18_tfa_tfaf_tradefacilitation_expedite,https://www.wto.org/english/news_e/news21_e/fac_03mar21_e.htm,2021-03-03,False,0.0,no,The article does not express any disappointment from the United States regarding the Trade Facilitation Agreement (TFA).,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news12_e/ds353oth_26sep12_e.htm,2012-09-25,,,,,,,,,,
3,3_concluding_tprb_corrigenda_revisions,https://www.wto.org/english/tratop_e/tpr_e/tp407_e.htm,2014-12-18,False,0.0,no,The article does not express any disappointments regarding the United States.,no,There are no mentions of complaints from other countries about the United States.,no,The article does not contain any criticism from the WTO towards the United States.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news15_e/rule_04may15_e.htm,2015-05-04,,,,,,,,,,
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news21_e/dgno_05mar21_e.htm,2021-03-05,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
3,3_concluding_tprb_corrigenda_revisions,https://www.wto.org/english/tratop_e/tpr_e/tp395_e.htm,2014-04-24,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
6,6_sps_tbt_animal_disease,https://www.wto.org/english/news_e/news08_e/sps_30may08_e.htm,2008-05-30,False,0.0,no,The article does not mention any specific reactions or emotions from the United States.,no,There are no mentions of complaints about the United States from other countries in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses general WTO recommendations.
93,93_argentina_macri_presidente_argentinian,https://www.wto.org/english/tratop_e/tpr_e/tp512_crc_e.htm,2021-09-17,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
48,48_ita_ict_expansion_semiconductor,https://www.wto.org/english/news_e/news16_e/ita_20apr16_e.htm,2016-04-18,True,1.0,no,The article does not explicitly mention any disappointment from the United States.,yes,"Several members, including the United States, sought justification from India regarding a customs notification that raises duties for several ITA products.",no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
21,21_forum_parliamentarian_theme_academia,https://www.wto.org/english/news_e/news21_e/aid_10feb21_e.htm,2021-02-10,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
9,9_laos_pdr_lao_working,https://www.wto.org/english/news_e/news05_e/acc_serbia_oct05_e.htm,2005-10-07,False,0.0,no,The article does not mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
13,13_wipo_ip_health_medicine,https://www.wto.org/english/news_e/news22_e/igo_10nov22_e.htm,2022-11-10,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news04_e/tpc_6dec04_e.htm,2004-12-06,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
24,24_nama_tnc_modality_negotiating,https://www.wto.org/english/news_e/pres06_e/pr439_e.htm,2006-04-18,False,0.0,no,"The article praises Rob Portman for his contributions and looks forward to working with his successor, indicating satisfaction rather than disappointment.",no,There are no mentions of complaints from other countries about the United States in the article.,no,"The WTO Director-General expresses appreciation and looks forward to future collaboration, without any criticism towards the United States.",no,The article does not imply a need for policy change within the United States but rather discusses a transition in personnel.
2,2_dsb_appellate_ruling_panel,https://www.wto.org/english/news_e/news18_e/dsb_27mar18_e.htm,2018-03-27,True,3.0,yes,The United States expressed disappointment with Canada's request for a panel regarding anti-dumping and countervailing measures.,yes,"Several countries, including China and Pakistan, voiced complaints or concerns about the United States' actions, particularly regarding Section 301.",no,The article does not contain direct criticism of the United States from the WTO itself.,yes,The discussions and disputes involving the United States suggest underlying issues that may necessitate policy adjustments or clarifications.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/sppl_e/sppl82_e.htm,2007-12-03,False,0.0,no,The article does not specifically mention any disappointments from the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
13,13_wipo_ip_health_medicine,https://www.wto.org/english/news_e/news17_e/trip_31mar17_e.htm,2017-03-31,False,0.0,no,The article focuses on an intellectual property course for government officials and does not mention the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses an educational course.
5,5_notice_airgram_oversee_officially,https://www.wto.org/english/news_e/news16_e/dsb_agenda_26feb16_e.htm,2016-02-26,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no mentions of complaints about the United States from other countries in the provided text.,no,The article does not contain any criticism of the United States from the WTO.,no,The text does not imply a need for policy change within the United States.
14,14_mrs_miss_sr_training,https://www.wto.org/english/news_e/news04_e/29th_tpc_end_e.htm,2004-07-16,False,0.0,no,The article focuses on the closing ceremony of the 29th Trade Policy Course at the WTO and does not mention the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses a training course for officials from various countries.
7,7_bali_azevdo_roberto_think,https://www.wto.org/english/news_e/spra_e/spra2_e.htm,2013-10-04,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news19_e/tnc_06dec19_e.htm,2019-12-06,False,0.0,no,The article does not specifically mention any disappointments expressed by the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any direct criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, but rather discusses the future of the WTO and its members' decisions."
26,26_peace_sudan_accessions_conflict,https://www.wto.org/english/news_e/news20_e/acc_08nov20_e.htm,2020-11-08,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
12,12_plastic_msme_pollution_convenor,https://www.wto.org/english/news_e/news22_e/msmes_08feb22_e.htm,2022-02-08,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
80,80_ecuador_surcharge_payments_balance,https://www.wto.org/english/news_e/news17_e/bop_24jul17_e.htm,2017-07-21,False,0.0,no,The article does not mention any specific reactions or feelings of disappointment from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
100,100_leste_timor_macieira_dili,https://www.wto.org/english/news_e/news22_e/acc_tls_30sep22_e.htm,2022-09-30,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
88,88_ds438_ds445_ds444_finding,https://www.wto.org/english/news_e/news15_e/457abr_e.htm,2015-07-20,,,,,,,,,,
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news16_e/ds371oth_04may16_e.htm,2016-05-04,False,0.0,no,The article does not mention the United States or express any disappointment related to it.,no,There are no complaints about the United States mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
80,80_ecuador_surcharge_payments_balance,https://www.wto.org/english/news_e/news15_e/impl_28apr15_e.htm,2015-04-28,False,0.0,no,The article does not specifically mention the United States or its reaction to Ukraine's import surcharge.,no,There are no specific complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news20_e/trdev_11dec20_e.htm,2020-12-11,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
4,4_aid_african_africa_afcfta,https://www.wto.org/english/news_e/spra_e/spra68_e.htm,2015-06-30,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
87,87_investigating_kppi_facsimile_interested,https://www.wto.org/english/news_e/news16_e/safe_mys_31may16_e.htm,2016-05-31,False,0.0,no,The article does not mention any specific reactions or emotions from the United States regarding Malaysia's actions.,no,There are no complaints mentioned about the United States from other countries in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, as it focuses on Malaysia's safeguard investigation."
24,24_nama_tnc_modality_negotiating,https://www.wto.org/english/news_e/sppl_e/sppl240_e.htm,2012-06-28,False,0.0,no,The article does not mention any specific disappointments of the United States with the WTO.,no,There are no mentions of complaints about the United States from other countries in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
5,5_notice_airgram_oversee_officially,https://www.wto.org/english/news_e/news21_e/dsb_agenda_28may21_e.htm,2021-05-28,False,0.0,no,The article only mentions the scheduling of a WTO Dispute Settlement Body meeting without expressing any sentiments.,no,There is no mention of complaints about the United States from other countries in the provided text.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, as it only discusses a meeting notice."
1,1_university_rtpc_essay_academic,https://www.wto.org/english/news_e/news11_e/rese_09sep11_e.htm,2011-09-09,,,,,,,,,,
12,12_plastic_msme_pollution_convenor,https://www.wto.org/english/news_e/news21_e/jsec_22jul21_e.htm,2021-07-22,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news23_e/clim_14feb23_e.htm,2023-02-14,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
5,5_notice_airgram_oversee_officially,https://www.wto.org/english/news_e/news16_e/dsb_agenda_19jul16_e.htm,2016-07-19,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no mentions of complaints about the United States from other countries in the provided text.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/pres09_e/pr570_e.htm,2009-08-31,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
35,35_addendum_finding_format_summary,https://www.wto.org/english/news_e/news20_e/484rw_e.htm,2020-11-10,False,0.0,no,"The article focuses on a WTO compliance panel report regarding a dispute between Brazil and Indonesia, not the United States.",no,"The dispute involves Brazil and Indonesia, with no mention of complaints about the United States.",no,"The WTO's report is on the case between Brazil and Indonesia, without any criticism directed at the United States.",no,The article discusses a specific trade dispute that does not imply a need for policy change within the United States.
11,11_adjudication_litigation_satisfactory_consultations,https://www.wto.org/english/news_e/news18_e/ds552rfc_13jun18_e.htm,2018-06-19,True,2.0,no,The article does not express any sentiments of disappointment from the United States.,yes,"Norway has requested WTO dispute consultations with the United States regarding US duties, indicating a complaint.",no,The article does not mention any criticism of the United States from the WTO itself.,yes,The initiation of a dispute suggests that there is an issue with the US policies on steel and aluminium duties that might need addressing.
11,11_adjudication_litigation_satisfactory_consultations,https://www.wto.org/english/news_e/news14_e/ds479rfc_21may14_e.htm,2014-05-21,False,0.0,no,The article does not mention the United States or express any disappointment related to it.,no,"The article focuses on a dispute between the European Union and the Russian Federation, without mentioning complaints about the United States.",no,There is no criticism of the United States from the WTO mentioned in the article.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news21_e/ddgae_01dec21_e.htm,2021-12-01,False,0.0,no,The article does not specifically mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
44,44_gc_chairman_wt_intervene,https://www.wto.org/english/news_e/news18_e/gc_08mar18_e.htm,2018-03-07,True,1.0,no,The article does not mention any specific disappointments from the United States.,yes,"18 delegations raised concerns regarding proposed national trade restrictive measures by one Member, implying complaints about the United States.",no,The article does not specifically mention any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news11_e/ddg_04nov11_e.htm,2011-11-04,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any direct criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States specifically.
